tracking_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
TRK00061,influencer_marketing,HKV_GlowUp,INF002,8bdd79a0-0eb5-4d9d-9b76-b95ee3638dd1,Whey Protein,2025-03-25 09:35:35,1,4675.5
TRK00062,influencer_marketing,HKV_DailyWellness,INF002,1567f8be-3e41-45bc-8fbf-ed98d1466ee2,Creatine,2025-03-27 09:35:35,1,3481.82
TRK00063,influencer_marketing,HKV_GlowUp,INF002,bc6e6ecd-e67e-4e42-a225-08518fbc8bde,Multivitamin,2025-03-30 09:35:35,1,1751.05
TRK00064,influencer_marketing,MB_NewYearBulk,INF002,6c4e11d3-055e-439d-8373-393345d98369,Multivitamin,2025-03-25 09:35:35,1,1516.83
TRK00065,influencer_marketing,Gritzo_KidsHealth,INF002,f8e6c649-6b9c-41b6-b708-868556a26fb4,BCAA,2025-03-30 09:35:35,1,2843.05
TRK00066,influencer_marketing,HKV_GlowUp,INF002,c97dc958-8fea-4efd-95a2-5297cf9e62a5,Creatine,2025-03-28 09:35:35,1,3497.78
TRK00067,influencer_marketing,HKV_DailyWellness,INF002,6133a51f-a9e5-469f-95d3-fa7830170fcf,Gummy Stars,2025-03-25 09:35:35,1,747.85
TRK00068,influencer_marketing,MB_NewYearBulk,INF002,b2c4d4a3-f830-485d-9499-387e642b1f88,Gummy Stars,2025-03-26 09:35:35,1,663.93
TRK00069,influencer_marketing,Gritzo_KidsHealth,INF002,26dae98b-34e5-4ee7-817e-0e3b85b4aeec,Gummy Stars,2025-03-25 09:35:35,1,713.19
TRK00070,influencer_marketing,MB_NewYearBulk,INF002,3425a796-443b-405e-8915-20fbf860d8e1,SuperMilk for Kids,2025-03-26 09:35:35,1,353.84
TRK00071,influencer_marketing,MB_NewYearBulk,INF002,f738bd15-042d-42be-8a86-75eae107da75,Protein Oats for Teens,2025-03-29 09:35:35,1,799.64
TRK00072,influencer_marketing,Gritzo_KidsHealth,INF002,6c0cc7f8-c215-4cf8-ad24-773fa4a54f7e,SuperMilk for Kids,2025-03-29 09:35:35,1,640.61
TRK00073,influencer_marketing,HKV_DailyWellness,INF002,c261351d-b5ac-43df-be98-bf016dacf01b,Multivitamin,2025-03-27 09:35:35,1,496.35
TRK00074,influencer_marketing,HKV_DailyWellness,INF002,3d742cbf-9ac7-42c9-89c5-40b98e209479,Protein Oats for Teens,2025-03-30 09:35:35,1,580.02
TRK00075,influencer_marketing,MB_SummerFit,INF002,d8a93ed2-fe1a-4c74-a3e0-b1f2dcc410bb,Creatine,2025-03-29 09:35:35,1,1930.53
TRK00076,influencer_marketing,MB_NewYearBulk,INF002,d1494a82-84cc-4b4e-b88f-cb7c34a20127,Gummy Stars,2025-03-30 09:35:35,1,641.59
TRK00077,influencer_marketing,MB_NewYearBulk,INF002,b6ec609a-fc55-47c3-a0c3-828f1f89815b,Creatine,2025-03-28 09:35:35,1,1913.76
TRK00078,influencer_marketing,Gritzo_KidsHealth,INF002,dc328604-aa8a-4b70-9f58-0fcd08ef3a84,Gummy Stars,2025-03-26 09:35:35,1,403.77
TRK00079,influencer_marketing,HKV_DailyWellness,INF002,985dc6f3-5645-41be-aa55-b330bb4b88c6,Protein Oats for Teens,2025-03-27 09:35:35,1,701.79
TRK00080,influencer_marketing,MB_NewYearBulk,INF002,eb0e488d-a47c-4ced-9dd3-8d3433bb04d0,Mass Gainer,2025-03-28 09:35:35,1,1584.97
TRK00081,influencer_marketing,MB_SummerFit,INF002,92980e2d-4846-477a-abb5-bd1d0a6870ee,Whey Protein,2025-03-30 09:35:35,1,4336.52
TRK00082,influencer_marketing,HKV_DailyWellness,INF002,d96cc7f7-7d99-4c4a-893c-700e9a00b72d,Biotin,2025-03-29 09:35:35,1,1998.24
TRK00083,influencer_marketing,MB_NewYearBulk,INF002,bbb24064-2e5e-4385-b41a-95f3a12d9f65,Mass Gainer,2025-03-28 09:35:35,1,4895.08
TRK00084,influencer_marketing,MB_NewYearBulk,INF002,c2bf3903-059f-4468-8141-4253fb038595,SuperMilk for Kids,2025-03-30 09:35:35,1,395.74
TRK00085,influencer_marketing,MB_SummerFit,INF002,a810ea85-4ea4-4241-90ac-d810b27a990c,Mass Gainer,2025-03-30 09:35:35,1,2011.3
TRK00086,influencer_marketing,MB_SummerFit,INF002,d8fb2f71-ea08-4200-b4de-80f0b8c2e7dc,Whey Protein,2025-03-27 09:35:35,1,3958.72
TRK00087,influencer_marketing,MB_SummerFit,INF002,a4832089-bc8d-4c82-8e56-9e3d100d1cef,Creatine,2025-03-26 09:35:35,1,2397.06
TRK00088,influencer_marketing,HKV_GlowUp,INF002,62b55e02-8cb6-42bb-9587-a4f71c3e2131,Biotin,2025-03-26 09:35:35,1,1574.31
TRK00089,influencer_marketing,MB_SummerFit,INF002,0eeff206-473a-4158-8bce-2085cb9a69f9,BCAA,2025-03-28 09:35:35,1,3027.79
TRK00090,influencer_marketing,HKV_GlowUp,INF002,bcb97e56-ce57-40a1-ad64-5f3fb1a65812,Omega 3,2025-03-28 09:35:35,1,1342.19
TRK00091,influencer_marketing,Gritzo_KidsHealth,INF002,ffaab42e-b31c-48e9-a8d5-7918f677d973,Multivitamin,2025-03-30 09:35:35,1,974.26
TRK00092,influencer_marketing,MB_SummerFit,INF002,7b73089f-5519-42f9-9c64-b1a2216a3300,Mass Gainer,2025-03-27 09:35:35,1,2323.61
TRK00093,influencer_marketing,HKV_GlowUp,INF002,8c6204e1-f598-4915-a308-25c4276f8eff,Omega 3,2025-03-25 09:35:35,1,1217.74
TRK00094,influencer_marketing,HKV_GlowUp,INF002,623d6c78-81eb-41e5-aa47-6615afa44008,Protein Oats for Teens,2025-03-28 09:35:35,1,460.71
TRK00095,influencer_marketing,HKV_DailyWellness,INF002,ac6f0954-3d08-4bd0-bd76-86984ce609a5,Omega 3,2025-03-22 05:18:48,1,717.12
TRK00096,influencer_marketing,MB_SummerFit,INF002,24e30432-348a-434e-b202-c2e2748d85fa,Collagen,2025-03-20 05:18:48,1,640.48
TRK00097,influencer_marketing,MB_NewYearBulk,INF002,7eaafee2-b421-4051-a684-7fca72339506,Mass Gainer,2025-03-21 05:18:48,1,3390.0
TRK00098,influencer_marketing,MB_SummerFit,INF002,5470a738-cab2-43fc-9d3f-e8c76184a245,Omega 3,2025-03-19 05:18:48,1,859.86
TRK00099,influencer_marketing,HKV_DailyWellness,INF002,708d48bc-de02-4169-9c43-d6e0f74893cd,Protein Oats for Teens,2025-03-24 05:18:48,1,892.79
TRK00100,influencer_marketing,Gritzo_KidsHealth,INF002,dc1ba326-cb81-4f07-b523-1d75e27d099c,Collagen,2025-03-23 05:18:48,1,1039.34
TRK00101,influencer_marketing,MB_NewYearBulk,INF002,3bc4134b-f91d-4603-882a-95051b153e58,Collagen,2025-03-21 05:18:48,1,1462.08
TRK00102,influencer_marketing,HKV_DailyWellness,INF002,1835125d-566a-4bc7-b636-4b00f7ac7f88,BCAA,2025-03-19 05:18:48,1,2208.53
TRK00103,influencer_marketing,HKV_DailyWellness,INF002,18ce618a-3249-4e69-a465-f34e092e70d5,SuperMilk for Kids,2025-06-23 09:12:58,1,474.49
TRK00104,influencer_marketing,HKV_GlowUp,INF002,a808921e-b650-40a4-b118-2caf6f109e71,SuperMilk for Kids,2025-06-23 09:12:58,1,459.06
TRK00105,influencer_marketing,HKV_GlowUp,INF002,5d0ae8ce-1a92-4ca4-85e6-aa9f2fafe8ab,Mass Gainer,2025-06-26 09:12:58,1,1730.62
TRK00106,influencer_marketing,HKV_DailyWellness,INF002,c776f1f2-48d7-4bc1-95e1-56b04b9f6d1a,BCAA,2025-06-26 09:12:58,1,4810.02
TRK00107,influencer_marketing,HKV_GlowUp,INF002,8edc28e9-4542-42a8-a7c6-a930e4ff681b,Multivitamin,2025-06-21 09:12:58,1,1853.71
TRK00108,influencer_marketing,MB_SummerFit,INF002,ee7d7ab8-2791-46c3-8dcb-58ef04249fd5,BCAA,2025-06-21 09:12:58,1,1563.41
TRK00109,influencer_marketing,MB_NewYearBulk,INF002,588a0830-4829-46ad-9fa3-75d9bb8a1241,Gummy Stars,2025-06-22 09:12:58,1,831.26
TRK00110,influencer_marketing,HKV_DailyWellness,INF002,61e3e171-f067-4a7e-b545-08854df837bd,Gummy Stars,2025-06-23 09:12:58,1,985.01
TRK00111,influencer_marketing,HKV_GlowUp,INF002,223c4948-cdcb-4b97-8e06-fdd4825eeb23,Biotin,2025-06-24 09:12:58,1,1153.86
TRK00112,influencer_marketing,MB_NewYearBulk,INF002,218496db-ffdf-45f7-9686-27bdbb350b86,BCAA,2025-06-23 09:12:58,1,3711.53
TRK00113,influencer_marketing,HKV_DailyWellness,INF002,bc5512ef-0ca0-452e-8026-189f327d8ba0,Multivitamin,2025-06-22 09:12:58,1,690.2
TRK00114,influencer_marketing,Gritzo_KidsHealth,INF002,1a3fc08a-6a34-4251-87f8-23008f3f1146,Biotin,2025-06-22 09:12:58,1,1793.71
TRK00115,influencer_marketing,HKV_DailyWellness,INF002,6778a508-eb9a-4c79-9e8e-e794bac0aa43,Gummy Stars,2025-06-23 09:12:58,1,381.63
TRK00116,influencer_marketing,MB_NewYearBulk,INF002,c27db55a-41ef-4b5a-b96b-e58c593c2c01,Creatine,2025-05-16 00:04:16,1,1691.05
TRK00117,influencer_marketing,HKV_GlowUp,INF002,3c3a684f-718f-412e-8f70-f42e4de9b192,Multivitamin,2025-05-19 00:04:16,1,881.32
TRK00118,influencer_marketing,MB_SummerFit,INF002,aa6c98a2-dca2-4bd8-bfea-36bb6fc644d4,BCAA,2025-05-18 00:04:16,1,3054.24
TRK00119,influencer_marketing,HKV_GlowUp,INF002,9ac8076c-5dc4-47d9-bf9c-11e64f1e8eb2,SuperMilk for Kids,2025-05-16 00:04:16,1,873.27
TRK00120,influencer_marketing,HKV_GlowUp,INF002,482eb1cf-7c67-45dd-a199-7eaa0ecaeae4,Gummy Stars,2025-05-17 00:04:16,1,604.9
TRK00121,influencer_marketing,MB_NewYearBulk,INF002,551ebce3-fbd2-4178-ad84-259a1a844346,SuperMilk for Kids,2025-05-15 00:04:16,1,949.86
TRK00122,influencer_marketing,HKV_DailyWellness,INF002,a274091f-eac4-46b0-b84f-9e3ced10ea2b,Gummy Stars,2025-05-19 00:04:16,1,548.64
TRK00123,influencer_marketing,MB_NewYearBulk,INF002,67c66d40-4c02-470b-bc46-b9add1b846d0,Protein Oats for Teens,2025-05-14 00:04:16,1,399.41
TRK00124,influencer_marketing,HKV_GlowUp,INF002,7361c655-0443-40bc-9150-398b56f89e12,SuperMilk for Kids,2025-05-16 00:04:16,1,549.41
TRK00125,influencer_marketing,MB_NewYearBulk,INF002,f2cee708-d33f-450a-92f0-931697368a0b,SuperMilk for Kids,2025-05-14 00:04:16,1,470.42
TRK00126,influencer_marketing,HKV_GlowUp,INF002,823ae797-0de8-4380-bedb-6c9ba70b0438,Creatine,2025-05-16 00:04:16,1,2515.81
TRK00127,influencer_marketing,Gritzo_KidsHealth,INF002,257328b0-f6ea-447e-9971-32e078711582,SuperMilk for Kids,2025-05-17 00:04:16,1,587.74
TRK00128,influencer_marketing,HKV_DailyWellness,INF002,35dc6689-1d93-4896-845b-fa29c2bbf5c3,Collagen,2025-05-16 00:04:16,1,1185.01
TRK00129,influencer_marketing,Gritzo_KidsHealth,INF002,98f9e732-6f69-4d06-8235-90611d573ae4,Collagen,2025-05-18 00:04:16,1,1215.83
TRK00130,influencer_marketing,MB_NewYearBulk,INF002,13547bcd-f6f9-44e3-a598-f1304f7fe803,Omega 3,2025-05-15 00:04:16,1,840.24
TRK00131,influencer_marketing,MB_SummerFit,INF002,5b323d8c-0f5d-4c6b-b269-f634ab0c958a,SuperMilk for Kids,2025-05-16 00:04:16,1,316.1
TRK00132,influencer_marketing,HKV_GlowUp,INF002,77fb373e-21d7-49d1-bba6-998fcbaeb8ef,Gummy Stars,2025-05-16 00:04:16,1,845.94
TRK00133,influencer_marketing,HKV_DailyWellness,INF002,19e1ba70-5d98-45eb-b338-7c7c2bb85b64,Protein Oats for Teens,2025-05-16 00:04:16,1,332.03
TRK00134,influencer_marketing,MB_NewYearBulk,INF002,95ac9414-6904-401f-96ed-7f95660367ea,Protein Oats for Teens,2025-05-17 00:04:16,1,384.52
TRK00135,influencer_marketing,MB_NewYearBulk,INF002,0e43c3de-541b-4d47-ac67-591cf76bb9c2,Protein Oats for Teens,2025-05-15 00:04:16,1,531.89
TRK00136,influencer_marketing,HKV_GlowUp,INF002,ad2cdff4-1c30-4f98-a5ca-fba4ff92b00c,Protein Oats for Teens,2025-05-15 00:04:16,1,825.82
TRK00137,influencer_marketing,MB_SummerFit,INF002,1bece16a-2ea8-444f-a158-e38111903d9f,Biotin,2025-05-18 00:04:16,1,511.24
TRK00138,influencer_marketing,MB_NewYearBulk,INF002,68b65331-8af9-4b87-b4a1-55b0decd7ddf,Biotin,2025-05-19 00:04:16,1,932.41
TRK00139,influencer_marketing,MB_SummerFit,INF002,04d7cda8-fe76-4726-aaf1-890b3114dda0,Protein Oats for Teens,2025-05-19 00:04:16,1,878.52
TRK00140,influencer_marketing,HKV_GlowUp,INF002,5879e42c-278f-41ee-94b3-9f5be975cd3d,Mass Gainer,2025-05-15 00:04:16,1,4399.04
TRK00141,influencer_marketing,Gritzo_KidsHealth,INF002,7dd91c4e-d9d6-4823-a90e-ecc063796f74,Mass Gainer,2025-05-18 00:04:16,1,4905.41
TRK00142,influencer_marketing,HKV_GlowUp,INF002,473988f4-8b72-470b-9260-0dda40017847,Collagen,2025-05-16 00:04:16,1,1606.16
TRK00143,influencer_marketing,MB_SummerFit,INF002,bd4b13ed-da38-4042-936f-439d5eee691d,Biotin,2025-05-15 00:04:16,1,1274.37
TRK00144,influencer_marketing,HKV_GlowUp,INF002,7ed24f4b-1c39-404b-a7f9-9358761e2eaf,Protein Oats for Teens,2025-05-16 00:04:16,1,664.03
TRK00145,influencer_marketing,HKV_DailyWellness,INF002,00dfa631-1abc-4a1b-8eed-d065e4b8a55f,SuperMilk for Kids,2025-05-19 00:04:16,1,629.97
TRK00146,influencer_marketing,HKV_GlowUp,INF002,7ed5e397-2abc-48f6-969d-a1b2b9657961,Gummy Stars,2025-05-19 00:04:16,1,994.51
TRK00147,influencer_marketing,HKV_DailyWellness,INF002,48864ec9-e139-4dbd-8ddf-b837ffc66e61,Biotin,2025-05-14 00:04:16,1,1229.65
TRK00148,influencer_marketing,HKV_DailyWellness,INF002,bc2d2302-2b96-4bcc-89a0-2bdf2d921c6d,Collagen,2025-05-17 00:04:16,1,1300.18
TRK00149,influencer_marketing,MB_NewYearBulk,INF002,752126f6-e8c6-4e01-8e81-607a92c6aee9,Mass Gainer,2025-05-15 00:04:16,1,1917.95
TRK00150,influencer_marketing,Gritzo_KidsHealth,INF002,0adc73d1-b5fe-45ff-bfb7-81515a226449,Omega 3,2025-05-17 00:04:16,1,561.37
TRK00151,influencer_marketing,Gritzo_KidsHealth,INF002,7b243ce3-f4ed-4f1f-9d93-ab8a51114987,Gummy Stars,2025-05-17 00:04:16,1,503.4
TRK00152,influencer_marketing,Gritzo_KidsHealth,INF002,57ee169f-66f5-4e0a-99cc-783dfc8c50e5,Gummy Stars,2025-05-15 00:04:16,1,346.76
TRK00153,influencer_marketing,MB_NewYearBulk,INF002,47fda582-b931-48fb-9a8c-a2bebdb0e5f6,BCAA,2025-05-19 00:04:16,1,3506.84
TRK00154,influencer_marketing,HKV_DailyWellness,INF002,48f237d8-04f0-4390-8ade-07b8b13b33b6,BCAA,2025-05-19 00:04:16,1,2045.99
TRK00155,influencer_marketing,HKV_DailyWellness,INF002,16d47c7d-0e6a-424d-b0fa-3dee5c9a9556,BCAA,2025-05-15 00:04:16,1,1718.1
TRK00156,influencer_marketing,Gritzo_KidsHealth,INF002,821623ef-6358-42c5-851f-1caef5d5829a,Multivitamin,2025-05-17 00:04:16,1,1997.48
TRK00157,influencer_marketing,HKV_DailyWellness,INF002,fee62ee3-bd9a-434b-a5f6-59fdbc5cf222,SuperMilk for Kids,2025-05-14 00:04:16,1,832.44
TRK00158,influencer_marketing,MB_NewYearBulk,INF002,e3e8a8de-83c4-44d4-a997-94283a64edd7,Whey Protein,2025-05-15 00:04:16,1,2344.91
TRK00159,influencer_marketing,MB_NewYearBulk,INF003,18241409-ebe5-4b2f-b3fe-25287000905d,Gummy Stars,2025-04-11 03:28:03,1,936.56
TRK00160,influencer_marketing,HKV_DailyWellness,INF003,1ff0e98d-8e49-445e-ab57-b6d0c383101f,Biotin,2025-04-10 03:28:03,1,427.11
TRK00161,influencer_marketing,Gritzo_KidsHealth,INF003,9b899e20-2700-468a-b2b9-2108766d8d05,Gummy Stars,2025-04-11 03:28:03,1,936.44
TRK00162,influencer_marketing,Gritzo_KidsHealth,INF003,5bd1efbb-9121-4775-bc06-09f0aa2d80f1,Protein Oats for Teens,2025-04-11 03:28:03,1,826.64
TRK00163,influencer_marketing,MB_SummerFit,INF003,6a5d2d94-a660-4227-a7bf-691f5d45a19b,Creatine,2025-04-06 03:28:03,1,4932.58
TRK00164,influencer_marketing,Gritzo_KidsHealth,INF003,44db7645-9323-4684-964f-0b890892cffd,SuperMilk for Kids,2025-04-11 03:28:03,1,349.08
TRK00165,influencer_marketing,Gritzo_KidsHealth,INF003,2f1952e7-8613-4924-a43c-091c5f310a01,Collagen,2025-04-08 03:28:03,1,1009.39
TRK00166,influencer_marketing,MB_NewYearBulk,INF003,547715dc-1f16-4f76-aae7-1c54baa93391,Protein Oats for Teens,2025-04-07 03:28:03,1,862.19
TRK00167,influencer_marketing,HKV_DailyWellness,INF003,937d1418-e315-4d87-b2e8-6d3511c3f583,Gummy Stars,2025-04-07 03:28:03,1,379.75
